question,intent,answer,source_dataset
What competition did Libya and Egypt play in?,tournament,Friendly,results
Who came out on top between Morocco and Nigeria?,match_winner,Draw,results
Did James Forrest's goal for Scotland come from a penalty kick?,penalty_status,No,goalscorers
How many times did the home team Vietnam Republic score against Malaysia?,home_team_score,1,results
Did Giovanni Savarese's goal in Venezuela versus Bolivia count as an own goal?,own_goal_status,No,goalscorers
How many goals were scored in total when Central African Republic faced Mauritania?,total_goals,1,results
Who was the goalscorer for Haiti versus Barbados?,scorer,Bryan Labissiere,goalscorers
Was the FIFA World Cup qualification match between Morocco and Kenya neutral?,neutral_status,No,results
Did Faisal Al-Dakhil convert a penalty against Qatar on 1980-09-25?,penalty_status,No,goalscorers
Which side took the opening penalty between Iran and South Korea?,first_shooter,South Korea,shootouts
How many goals were scored in total when Ukraine faced England?,total_goals,2,results
What was the away team Saudi Arabia's score against Kuwait?,away_team_score,1,results
Who took the first penalty in the shootout between Australia and Peru?,first_shooter,Australia,shootouts
Who started the penalty shootout between Uruguay and Honduras?,first_shooter,Uruguay,shootouts
When did Northern Ireland face Italy?,match_date,2021-11-15,results
Can you tell me the score between England and Germany?,match_score,England 3 - 0 Germany,results
Which player scored for DR Congo against Cameroon?,scorer,Okita Katschi,goalscorers
What was the away team Bahamas's score against Barbados?,away_team_score,1,results
Did Belgium and Norway play on neutral ground?,neutral_status,No,results
Who came out on top between Belgium and France?,match_winner,France,results
How many goals did the home team Greece score in the FIFA World Cup qualification match against Portugal?,home_team_score,4,results
What was the overall goal total for the match?,total_goals,5,results
Was Qatar against United Arab Emirates played away from both teams' home grounds?,neutral_status,Yes,results
What was the away team's score when Saudi Arabia played Mexico?,away_team_score,2,results
Was Giorgi Chakvetadze's goal in Georgia versus Latvia a spot kick?,penalty_status,No,goalscorers
Which player scored for Bahrain in the 2004-07-25 match against Indonesia?,scorer,Husain Ali,goalscorers
Where was the match between Scotland and Lithuania played?,match_location,"Glasgow, Scotland",results
What was the total number of goals in Romania versus Norway?,total_goals,3,results
What was the home team's score in Greenland versus Menorca?,home_team_score,2,results
Which event included the match between Bermuda and Bahamas?,tournament,FIFA World Cup qualification,results
How many goals did the away team Azerbaijan score in the Friendly match against Moldova?,away_team_score,0,results
Who was the winner of the penalty shootout between Egypt and United Arab Emirates?,shootout_winner,Egypt,shootouts
How many goals were scored by the home team Zimbabwe against Algeria?,home_team_score,1,results
Which team took the first penalty between United Arab Emirates and North Korea?,first_shooter,Unknown,shootouts
In which minute did Pierre Tchibota score in Congo versus Algeria?,goal_minute,6,goalscorers
What was the date of Barbados versus Trinidad and Tobago?,match_date,2005-02-24,results
Who scored for Iran in the match against India on 2015-09-08?,scorer,Mehdi Taremi,goalscorers
Who scored for Kenya against Tanzania?,scorer,Dennis Oliech,goalscorers
In which tournament did Ivory Coast face Central African Republic?,tournament,African Cup of Nations qualification,results
Which team won the shootout between Argentina and Uruguay?,shootout_winner,Uruguay,shootouts
At what minute did Anas Al Khouja find the net against Syria?,goal_minute,57,goalscorers
Did Enzo Scifo score a penalty in the match against Cyprus?,penalty_status,No,goalscorers
What was the result of Wales against Greece?,match_score,Wales 4 - 1 Greece,results
Can you tell me the score between Poland and Hungary?,match_score,Poland 2 - 1 Hungary,results
Did Kubilay Türkyilmaz score a penalty in the match against Slovenia?,penalty_status,No,goalscorers
What was the overall goal total for the match?,total_goals,6,results
Was the goal by Ray Houghton against Northern Ireland scored from a penalty?,penalty_status,No,goalscorers
Which team won the shootout between Namibia and Comoros?,shootout_winner,Namibia,shootouts
What was the home team's goal total against Djibouti?,home_team_score,4,results
Did Italy or Cyprus win the match?,match_winner,Italy,results
What score did the home team Ivory Coast record against Egypt?,home_team_score,0,results
What was the total goal count in the match between Honduras and Panama?,total_goals,1,results
Who was the winner when Mauritania played Angola?,match_winner,Angola,results
When was Pedro Pablo León's goal scored in the match against Venezuela?,goal_minute,60,goalscorers
Was the goal by Michael Laudrup recorded as an own goal?,own_goal_status,No,goalscorers
In which city and country did Finland play San Marino?,match_location,"Helsinki, Finland",results
At what minute did Henrik Larsson find the net against Azerbaijan?,goal_minute,60,goalscorers
Who won the match between Czechoslovakia and Cyprus?,match_winner,Czechoslovakia,results
How many goals did the away team Angola score in this match?,away_team_score,1,results
How many goals were there in the match between Syria and Maldives?,total_goals,6,results
What was the away team Zambia's score against Ethiopia?,away_team_score,0,results
Which side won the penalty shootout between Ethiopia and Burundi?,shootout_winner,Ethiopia,shootouts
How many goals did the away team Bosnia and Herzegovina score in this match?,away_team_score,1,results
Who won the match between Congo and Madagascar on 2001-04-28?,match_winner,Congo,results
Who scored for Iraq in the match against Syria on 2021-11-11?,scorer,Amir Al-Ammari,goalscorers
What competition did Myanmar and Cambodia play in?,tournament,Asian Games,results
How many goals were scored altogether when Malaysia played Saudi Arabia?,total_goals,4,results
How many total goals were scored between Ukraine and Bulgaria?,total_goals,3,results
In which city and country did Colombia play Paraguay?,match_location,"Bogotá, Colombia",results
Who was on the scoresheet for Iran against Maldives?,scorer,Hamid Estili,goalscorers
How did the match between Benin and Ghana end?,match_score,Benin 1 - 1 Ghana,results
How many goals did the away team Lebanon score in this match?,away_team_score,2,results
What minute was Abdulrahman Fawzi's goal for Egypt?,goal_minute,39,goalscorers
Which player scored for Afghanistan against Cambodia?,scorer,Mustafa Zazai,goalscorers
Who won the Friendly match between Argentina and Chile?,match_winner,Argentina,results
Who scored for Tunisia against South Africa?,scorer,Ali Zitouni,goalscorers
Was the goal by Óscar Cardozo against United States scored from a penalty?,penalty_status,No,goalscorers
Did Vasilis Botinos register an own goal in the match against Switzerland?,own_goal_status,No,goalscorers
How many goals were scored in total when Bosnia and Herzegovina faced San Marino?,total_goals,3,results
At what point in the match did Harry Andersson score against Cuba?,goal_minute,9,goalscorers
What minute was Veresa Toma's goal for Fiji?,goal_minute,7,goalscorers
Which location hosted the match between Northern Ireland and Cyprus?,match_location,"Belfast, Northern Ireland",results
Which tournament was the match between New Zealand and New Caledonia part of?,tournament,FIFA World Cup qualification,results
Who won the penalty shootout between Hong Kong and Indonesia on 1974-07-24?,shootout_winner,Indonesia,shootouts
When was the match between England and Scotland played?,match_date,1902-05-03,results
What was the combined number of goals in the Friendly match between Aruba and Curaçao?,total_goals,2,results
How many goals did both teams score in total?,total_goals,5,results
Who took the first penalty in the shootout between Northern Cyprus and Zanzibar?,first_shooter,Unknown,shootouts
What was the away team's score when Poland played Israel on 1998-08-18?,away_team_score,0,results
What was the location of Morocco versus Senegal?,match_location,"Paris, France",results
Was Carlos Verdejo's goal for Chile against Colombia a penalty?,penalty_status,No,goalscorers
Did Francisco Gento register an own goal in the match against Northern Ireland?,own_goal_status,No,goalscorers
When did Eduards Emsis score against Lithuania?,goal_minute,69,goalscorers
When was the match between Belgium and Romania played?,match_date,1982-03-24,results
What was the competition for Mauritius against Egypt on 2003-03-29?,tournament,African Cup of Nations qualification,results
How did the match between Ghana and Mali end?,match_score,Ghana 4 - 0 Mali,results
What was the scoreline for Burkina Faso versus Ivory Coast?,match_score,Burkina Faso 2 - 3 Ivory Coast,results
When did Elías Figueroa score against Ecuador?,goal_minute,55,goalscorers
Did Slovakia or Israel win the match?,match_winner,Israel,results
What was the total number of goals in Chile versus Guinea?,total_goals,5,results
