question,intent,answer,source_dataset
Who found the net for Denmark against Belgium?,scorer,Michael Laudrup,goalscorers
Who was the winner of the penalty shootout between Argentina and Brazil?,shootout_winner,Brazil,shootouts
Who found the net for Spain against Austria?,scorer,Fernando Hierro,goalscorers
How many goals were scored by the away team Russia against Mexico?,away_team_score,0,results
What was the home team's score when Hungary played Croatia on 1940-05-02?,home_team_score,1,results
What was the away team's score when Malaysia played Laos on 1971-12-12?,away_team_score,0,results
What was the score between Ellan Vannin and Monaco in Friendly?,match_score,Ellan Vannin 10 - 0 Monaco,results
Who was the winner of the penalty shootout between Indonesia and Thailand?,shootout_winner,Indonesia,shootouts
What was the total number of goals scored between England and North Macedonia?,total_goals,7,results
How many total goals were scored between Bosnia and Herzegovina and Costa Rica?,total_goals,0,results
How many goals were there in the match between Scotland and Cyprus?,total_goals,8,results
Where was the match between Algeria and Ethiopia played?,match_location,"Blida, Algeria",results
Which side took the opening penalty between Libya and Ghana?,first_shooter,Unknown,shootouts
What was the score between Sweden and German DR in Friendly?,match_score,Sweden 0 - 1 German DR,results
Who started the penalty shootout between Mexico and Argentina?,first_shooter,Mexico,shootouts
Was the match between Syria and South Sudan played on neutral soil?,neutral_status,Yes,results
What city and country hosted Suriname versus Guadeloupe?,match_location,"Paramaribo, Dutch Guyana",results
Was Christoffer Nyman's goal in Sweden versus Belarus a spot kick?,penalty_status,No,goalscorers
Was Mali versus Guinea held at a neutral location?,neutral_status,Yes,results
Which team took the first penalty between Serbia and Scotland?,first_shooter,Scotland,shootouts
Which tournament featured Serbia versus Azerbaijan?,tournament,UEFA Euro qualification,results
Who kicked first when Åland Islands played Falkland Islands in a penalty shootout?,first_shooter,Åland Islands,shootouts
Who emerged as the winner in Malaysia vs Vietnam?,match_winner,Malaysia,results
How many goals did the away team Spain score while playing away to France?,away_team_score,4,results
Which tournament featured Arameans Suryoye versus Occitania?,tournament,CONIFA World Football Cup,results
In what city was Switzerland against Sweden played?,match_location,"Geneva, Switzerland",results
Did Steve David score a penalty in the match against Mexico?,penalty_status,No,goalscorers
At what minute did Jimmy Ben find the net against Tahiti?,goal_minute,49,goalscorers
Was Frédéric Kanouté's goal against Kenya scored into their own net?,own_goal_status,No,goalscorers
On what date did Zanzibar play Rwanda?,match_date,2017-12-05,results
Who scored for Denmark in the match against Malta on 2001-03-24?,scorer,Ebbe Sand,goalscorers
Was Bernard Lacombe's goal in France versus Cyprus a spot kick?,penalty_status,No,goalscorers
Who won the match between Malawi and Eswatini?,match_winner,Malawi,results
Did either Suriname or India have home advantage?,neutral_status,No,results
Where was the match between Zambia and Malawi played?,match_location,"Ndola, Zambia",results
Did Jules Alberto score an own goal against Brunei?,own_goal_status,No,goalscorers
Was Hong Yong-jo's goal for North Korea against South Korea a penalty?,penalty_status,Yes,goalscorers
Which location hosted the match between Singapore and Thailand?,match_location,"Manila, Philippines",results
What score did the away team Peru record against Argentina?,away_team_score,2,results
In what city was Cape Verde against Senegal played?,match_location,"Bamako, Mali",results
Which tournament included the match between Austria and Hungary?,tournament,Friendly,results
Which team won between Belgium and Wales?,match_winner,Belgium,results
Who was the first shooter in the penalty shootout between Ethiopia and Kenya?,first_shooter,Unknown,shootouts
Was the goal scored by Antanas Lingis for Lithuania a penalty?,penalty_status,No,goalscorers
Was Lungisani Ndlela's goal for South Africa against Panama an own goal?,own_goal_status,No,goalscorers
How many goals were scored altogether when Luxembourg played Serbia?,total_goals,2,results
Who was the winner when Thailand played Japan?,match_winner,Japan,results
Was the match between Thailand and Lebanon played at a neutral venue?,neutral_status,No,results
Which team was victorious in the penalty shootout between South Africa and Tunisia?,shootout_winner,South Africa,shootouts
How many times did the away team Montenegro score against Wales?,away_team_score,1,results
Where was the match between Lebanon and Thailand played?,match_location,"Beirut, Lebanon",results
Can you tell me the score between Russia and Finland?,match_score,Russia 0 - 0 Finland,results
What was the combined number of goals in the COSAFA Cup match between Lesotho and Zambia?,total_goals,5,results
Did Demetrio Neyra register an own goal in the match against Bolivia?,own_goal_status,No,goalscorers
On what date did Spain play England?,match_date,1965-12-08,results
What was the away team's goal total against Catalonia?,away_team_score,7,results
What competition did England and Germany play in?,tournament,FIFA World Cup,results
What score did the home team Egypt record against Niger?,home_team_score,1,results
What score did the away team Iran record against Qatar?,away_team_score,1,results
How many goals were scored by the away team Hong Kong against Macau?,away_team_score,0,results
What was the final score when Malta played Bulgaria?,match_score,Malta 1 - 4 Bulgaria,results
Which team won the shootout between Libya and Chad?,shootout_winner,Libya,shootouts
Who won the penalty shootout between Ivory Coast and Burkina Faso on 1982-02-22?,shootout_winner,Burkina Faso,shootouts
Who was on the scoresheet for Armenia against Latvia?,scorer,Kaspars Dubra,goalscorers
How did Switzerland vs Norway finish?,match_score,Switzerland 0 - 1 Norway,results
Who won the shootout involving Malaysia and Kuwait?,shootout_winner,Malaysia,shootouts
Did either Iran or North Korea have home advantage?,neutral_status,No,results
Was Lyle Foster's goal for South Africa against Lesotho an own goal?,own_goal_status,No,goalscorers
What was the home team's goal total against Argentina?,home_team_score,0,results
When was DaMarcus Beasley's goal scored in the match against Grenada?,goal_minute,77,goalscorers
Was Selçuk Yula's goal for Turkey against Austria a penalty?,penalty_status,Yes,goalscorers
Which tournament was the match between Greece and Nigeria part of?,tournament,FIFA World Cup,results
In which city and country did Belgium play Spain?,match_location,"Liège, Belgium",results
In which tournament did El Salvador face Nicaragua?,tournament,CCCF Championship,results
What was the final score when Croatia played Finland?,match_score,Croatia 1 - 1 Finland,results
Who scored for Switzerland against Belgium?,scorer,Nico Elvedi,goalscorers
Which team won the shootout between Mayotte and Mauritius?,shootout_winner,Mauritius,shootouts
Which event included the match between Mexico and Venezuela?,tournament,Friendly,results
On what date did Myanmar play Vietnam Republic?,match_date,1971-05-06,results
What was the score between Norway and Republic of Ireland on 2008-08-20?,match_score,Norway 1 - 1 Republic of Ireland,results
What was the result of Ethiopia against South Africa?,match_score,Ethiopia 1 - 3 South Africa,results
When did the match between Republic of Ireland and Tunisia take place?,match_date,1988-10-19,results
Who was the winner of the penalty shootout between Pakistan and Nepal?,shootout_winner,Nepal,shootouts
Did Ezoo El Maremi score an own goal against Angola?,own_goal_status,No,goalscorers
Was Garba Okoye's goal for Nigeria against Sudan a penalty?,penalty_status,No,goalscorers
Who was the first shooter in the penalty shootout between Morocco and Algeria?,first_shooter,Unknown,shootouts
How many goals were recorded in Brazil vs Poland?,total_goals,1,results
Which player scored for Thailand in the 1981-04-27 match against Malaysia?,scorer,Sompit Suwannapluoh,goalscorers
What was the score between Iran and Kuwait on 1998-04-14?,match_score,Iran 1 - 1 Kuwait,results
What was the competition for Finland against Norway on 1969-08-24?,tournament,Nordic Championship,results
What city and country hosted Sri Lanka versus Cambodia?,match_location,"Colombo, Sri Lanka",results
Who found the net for United States against El Salvador?,scorer,Eddie Johnson,goalscorers
What was the home team's score when Cameroon played Zimbabwe?,home_team_score,2,results
Was Rimantas Žvingilas's goal against Estonia scored into their own net?,own_goal_status,No,goalscorers
What was the score between Uruguay and Peru on 2004-06-01?,match_score,Uruguay 1 - 3 Peru,results
Was Indonesia versus Saudi Arabia held at a neutral location?,neutral_status,No,results
Was Switzerland versus Ukraine held at a neutral location?,neutral_status,No,results
Did Germán Aceros score a penalty in the match against Argentina?,penalty_status,No,goalscorers
In which minute did Julio Salinas score in Spain versus Albania?,goal_minute,30,goalscorers
What competition did Cameroon and DR Congo play in?,tournament,African Cup of Nations,results
When was the FIFA World Cup qualification match between Montserrat and United States Virgin Islands held?,match_date,2021-06-02,results
Who won the penalty shootout between Syria and Iran?,shootout_winner,Iran,shootouts
Who scored for Georgia against Latvia?,scorer,Giorgi Chakvetadze,goalscorers
Was the goal scored by Levon Hayrapetyan for Serbia a penalty?,penalty_status,No,goalscorers
